"oid","prno","hospitalname","address","city","state","zip","countryname","phone","hospitaltype","hospitalowner","emergencyservice","condition","mc","measurename","score","sample","stateavg"
1848,"10114","MEDICAL WEST; AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","2054817000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","95%","230 patients","AL_SCIP-VTE-1"
1849,"10114","MEDICAL WEST; AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","2054817000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","91%","230 patients","AL_SCIP-VTE-2"
1850,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","92%","50 patients","AL_AMI-1"
1851,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","70%","27 patients","AL_AMI-2"
1876,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","100%","8 patients","AL_AMI-2"
1852,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","71%","7 patients","AL_AMI-3"
1853,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","5 patients","AL_AMI-4"
1854,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","93%","29 patients","AL_AMI-5"
1855,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","100%","4 patients","AL_AMI-7A"
1856,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","AL_AMI-8A"
1857,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","93%","264 patients","AL_HF-1"
1858,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Failure","HF-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","98%","306 patients","AL_HF-2"
1859,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Failure","HF-3","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","95%","106 patients","AL_HF-3"
1860,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Heart Failure","HF-4","Heart Failure Patients Given Smoking Cessation Advice/Counseling","100%","44 patients","AL_HF-4"
1861,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","96%","114 patients","AL_PN-2"
1862,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","98%","128 patients","AL_PN-3B"
1863,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","100%","37 patients","AL_PN-4"
1864,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","99%","150 patients","AL_PN-5C"
1865,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-6","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","79%","92 patients","AL_PN-6"
1866,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","96%","92 patients","AL_PN-7"
1867,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","92%","24 patients","AL_SCIP-CARD-2"
1868,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-1","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","97%","149 patients","AL_SCIP-INF-1"
1869,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-2","surgery patients who were given the  right kind  of antibiotic to help prevent infection","96%","149 patients","AL_SCIP-INF-2"
1870,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-3","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","90%","138 patients","AL_SCIP-INF-3"
1871,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","AL_SCIP-INF-4"
1872,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","264 patients","AL_SCIP-INF-6"
1873,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","94%","142 patients","AL_SCIP-VTE-1"
1874,"10118","VAUGHAN REG MED CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL","36701","DALLAS","3344184100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","93%","142 patients","AL_SCIP-VTE-2"
1875,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","92%","12 patients","AL_AMI-1"
1877,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","75%","4 patients","AL_AMI-3"
1878,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","4 patients","AL_AMI-4"
1879,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","90%","10 patients","AL_AMI-5"
1880,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","AL_AMI-7A"
1881,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","AL_AMI-8A"
1882,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","99%","75 patients","AL_HF-1"
1883,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Failure","HF-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","85%","88 patients","AL_HF-2"
1884,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Failure","HF-3","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","67%","33 patients","AL_HF-3"
1885,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Heart Failure","HF-4","Heart Failure Patients Given Smoking Cessation Advice/Counseling","96%","26 patients","AL_HF-4"
1886,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","96%","46 patients","AL_PN-2"
1887,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","95%","39 patients","AL_PN-3B"
1888,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","86%","29 patients","AL_PN-4"
1889,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","98%","60 patients","AL_PN-5C"
1890,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Pneumonia","PN-6","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","85%","47 patients","AL_PN-6"
1891,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","97%","36 patients","AL_PN-7"
1892,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","100%","1 patients","AL_SCIP-CARD-2"
1893,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-INF-1","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","94%","16 patients","AL_SCIP-INF-1"
1894,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-INF-2","surgery patients who were given the  right kind  of antibiotic to help prevent infection","100%","16 patients","AL_SCIP-INF-2"
1895,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-INF-3","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","100%","16 patients","AL_SCIP-INF-3"
1896,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","AL_SCIP-INF-4"
1897,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","38 patients","AL_SCIP-INF-6"
1898,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","100%","19 patients","AL_SCIP-VTE-1"
1899,"10120","MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE","MONROEVILLE","AL","36461","MONROE","2515753111","Acute Care Hospitals","Government - Local","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","100%","19 patients","AL_SCIP-VTE-2"
1900,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","75%","4 patients","AL_AMI-1"
1901,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","100%","2 patients","AL_AMI-2"
1902,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100%","1 patients","AL_AMI-3"
1903,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","","0 patients","AL_AMI-4"
1904,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","50%","2 patients","AL_AMI-5"
1905,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","AL_AMI-7A"
1906,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","AL_AMI-8A"
1907,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","70%","56 patients","AL_HF-1"
1908,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Failure","HF-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","100%","76 patients","AL_HF-2"
1909,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Failure","HF-3","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","100%","9 patients","AL_HF-3"
1910,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Heart Failure","HF-4","Heart Failure Patients Given Smoking Cessation Advice/Counseling","100%","20 patients","AL_HF-4"
1911,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-2","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","98%","132 patients","AL_PN-2"
1912,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-3B","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","94%","71 patients","AL_PN-3B"
1913,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","100%","66 patients","AL_PN-4"
1914,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-5C","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","99%","182 patients","AL_PN-5C"
1915,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-6","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","97%","137 patients","AL_PN-6"
1916,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Pneumonia","PN-7","Pneumonia Patients Assessed and Given Influenza Vaccination","96%","105 patients","AL_PN-7"
1917,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-CARD-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","0%","1 patients","AL_SCIP-CARD-2"
1918,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-INF-1","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","80%","5 patients","AL_SCIP-INF-1"
1919,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-INF-2","surgery patients who were given the  right kind  of antibiotic to help prevent infection","80%","5 patients","AL_SCIP-INF-2"
1920,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-INF-3","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","67%","3 patients","AL_SCIP-INF-3"
1921,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","AL_SCIP-INF-4"
1922,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","12 patients","AL_SCIP-INF-6"
1923,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-VTE-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","100%","6 patients","AL_SCIP-VTE-1"
1924,"10125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E","HALEYVILLE","AL","35565","WINSTON","2054857117","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Surgical Infection Prevention","SCIP-VTE-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","100%","6 patients","AL_SCIP-VTE-2"
1925,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","100%","2 patients","AL_AMI-1"
1927,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","","0 patients","AL_AMI-3"
1928,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","","0 patients","AL_AMI-4"
1929,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","0%","1 patients","AL_AMI-5"
1930,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","AL_AMI-7A"
1931,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","AL_AMI-8A"
1932,"10126","TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL","36081","PIKE","3346705000","Acute Care Hospitals","Proprietary","No","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","49%","41 patients","AL_HF-1"
