id,vid,tupleid,tablename,attribute,oldvalue,newvalue,time
726,27046,31254,TB_FLIGHTS_DIRTY,actualarrival,'10:00 AM  Dec 14','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
727,104708,49116,TB_FLIGHTS_DIRTY,actualarrival,'10:10 AM  Dec 24','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
728,296784,58726,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-28 09:56 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
729,78829,1499,TB_FLIGHTS_DIRTY,actualarrival,'10:04aDec 1','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
730,183581,1480,TB_FLIGHTS_DIRTY,actualarrival,'12/1/11 9:45 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
731,14066,12478,TB_FLIGHTS_DIRTY,actualarrival,'09:59 AM  Wed 07-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
732,211323,44267,TB_FLIGHTS_DIRTY,actualarrival,'12/20/2011 10:06AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
733,130877,23707,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Dec 11','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
734,299319,61261,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-29 10:08 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
735,224767,61242,TB_FLIGHTS_DIRTY,actualarrival,'12/29/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
736,75398,51328,TB_FLIGHTS_DIRTY,actualarrival,'10:04 AM  Dec 25','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
737,304614,73148,TB_FLIGHTS_DIRTY,actualarrival,'2012-01-03 09:52AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
738,67766,66041,TB_FLIGHTS_DIRTY,actualarrival,'10:03aDec 31','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
739,297991,58728,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-28 10:08 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
740,283189,39223,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-18 09:46 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
741,312154,21239,TB_FLIGHTS_DIRTY,actualarrival,'December 10  2011               11:01 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
742,52141,56229,TB_FLIGHTS_DIRTY,actualarrival,'10:01 AM  Tue 27-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
743,265066,21250,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-10 11:01 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
744,159736,70779,TB_FLIGHTS_DIRTY,actualarrival,'10:28 AM  Jan 02','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
745,213111,46743,TB_FLIGHTS_DIRTY,actualarrival,'12/22/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
746,312362,53741,TB_FLIGHTS_DIRTY,actualarrival,'December 26  2011               09:44 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
747,269570,26193,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-12 09:42AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
748,111101,49112,TB_FLIGHTS_DIRTY,actualarrival,'10:10 AM  Sat 24-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
749,312302,41743,TB_FLIGHTS_DIRTY,actualarrival,'December 19  2011               10:14 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
750,72634,1495,TB_FLIGHTS_DIRTY,actualarrival,'10:04 AM  Dec 01','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
751,308444,31258,TB_FLIGHTS_DIRTY,actualarrival,'9:51 AM  Dec 14','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
752,311375,16359,TB_FLIGHTS_DIRTY,actualarrival,'Dec 08 - 10:14am','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
753,309799,56240,TB_FLIGHTS_DIRTY,actualarrival,'9:55 AM  Dec 27','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
754,158078,18925,TB_FLIGHTS_DIRTY,actualarrival,'10:22aDec 9','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
755,71248,1493,TB_FLIGHTS_DIRTY,actualarrival,'10:04 AM  Dec 01','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
756,231732,8763,TB_FLIGHTS_DIRTY,actualarrival,'12/4/11 9:48 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
757,167368,28757,TB_FLIGHTS_DIRTY,actualarrival,'10:30 AM  Tue 13-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
758,212217,46741,TB_FLIGHTS_DIRTY,actualarrival,'12/22/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
759,139799,41764,TB_FLIGHTS_DIRTY,actualarrival,'10:14aDec 19','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
760,305812,26206,TB_FLIGHTS_DIRTY,actualarrival,'9:42 AM  Dec 12','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
761,28554,31256,TB_FLIGHTS_DIRTY,actualarrival,'10:00 AM  Dec 14','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
762,287821,44288,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-20 10:18 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
763,66364,68387,TB_FLIGHTS_DIRTY,actualarrival,'10:03 AM  Sun 01-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
764,312404,18904,TB_FLIGHTS_DIRTY,actualarrival,'December 9  2011               10:22 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
765,128464,18923,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Dec 09','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
766,312082,61259,TB_FLIGHTS_DIRTY,actualarrival,'Dec 29 - 10:07am','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
767,204471,39200,TB_FLIGHTS_DIRTY,actualarrival,'12/18/2011 9:46AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
768,312386,61240,TB_FLIGHTS_DIRTY,actualarrival,'December 29  2011               10:07 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
769,171110,34342,TB_FLIGHTS_DIRTY,actualarrival,'10:47 AM  Dec 16','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
770,250561,8784,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-04  9:58A','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
771,232532,8765,TB_FLIGHTS_DIRTY,actualarrival,'12/4/11 9:48 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
772,204933,41745,TB_FLIGHTS_DIRTY,actualarrival,'12/19/11 9:48 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
773,289774,46762,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-22 10:21 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
774,300423,63726,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-30 10:00 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
775,304362,70777,TB_FLIGHTS_DIRTY,actualarrival,'2012-01-02 10:28 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
776,118641,51330,TB_FLIGHTS_DIRTY,actualarrival,'10:11aDec 25','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
777,122968,44275,TB_FLIGHTS_DIRTY,actualarrival,'10:13 AM  Tue 20-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
778,115514,51326,TB_FLIGHTS_DIRTY,actualarrival,'10:11 AM  Dec 25','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
779,280470,36713,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-17 09:59AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
780,245541,4036,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-02 10:05AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
781,312397,66020,TB_FLIGHTS_DIRTY,actualarrival,'December 31  2011               10:03 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
782,129673,23705,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Dec 11','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
783,272446,28770,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-13 10:20 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
784,257395,12480,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-07 9:59 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
785,311234,11285,TB_FLIGHTS_DIRTY,actualarrival,'Dec 05 - 10:06am','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
786,295337,56227,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-27 09:55AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
787,310816,36732,TB_FLIGHTS_DIRTY,actualarrival,'9:59 AM  Dec 17','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
788,192060,26191,TB_FLIGHTS_DIRTY,actualarrival,'12/12/11 9:45 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
789,300113,63724,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-30 10:00 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
790,284856,41768,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-19 09:45AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
2079,49,70182,TB_FLIGHTS_DIRTY,departuregate,'H15','G13',2017-10-16 15:56:07.368752
791,235305,11266,TB_FLIGHTS_DIRTY,actualarrival,'12/5/2011 10:01AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
792,286474,44273,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-20 10:04AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
793,182054,8761,TB_FLIGHTS_DIRTY,actualarrival,'12/04/2011 09:55 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
794,312352,51309,TB_FLIGHTS_DIRTY,actualarrival,'December 25  2011               10:11 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
795,265680,21252,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-10 11:01 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
796,204005,39204,TB_FLIGHTS_DIRTY,actualarrival,'12/18/11 9:46 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
797,311704,34346,TB_FLIGHTS_DIRTY,actualarrival,'Dec 16 - 10:47am','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
798,54303,56242,TB_FLIGHTS_DIRTY,actualarrival,'10:01aDec 27','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
799,88961,61257,TB_FLIGHTS_DIRTY,actualarrival,'10:07 AM  Dec 29','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
800,155287,18921,TB_FLIGHTS_DIRTY,actualarrival,'10:22 AM  Dec 09','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
801,127857,16357,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Dec 08','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
802,272164,28755,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-13 10:18AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
803,272728,28772,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-13 10:20 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
804,303043,68391,TB_FLIGHTS_DIRTY,actualarrival,'2012-01-01 10:03 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
805,305579,6354,TB_FLIGHTS_DIRTY,actualarrival,'9:37 AM  Dec 03','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
806,40478,31260,TB_FLIGHTS_DIRTY,actualarrival,'10:00aDec 14','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
807,268390,23703,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-11 10:14 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
808,310012,66039,TB_FLIGHTS_DIRTY,actualarrival,'9:56 AM  Dec 31','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
809,239178,16340,TB_FLIGHTS_DIRTY,actualarrival,'12/8/2011 10:11AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
810,49972,73150,TB_FLIGHTS_DIRTY,actualarrival,'10:01 AM  Tue 03-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
811,160838,70781,TB_FLIGHTS_DIRTY,actualarrival,'10:28 AM  Jan 02','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
812,312329,46739,TB_FLIGHTS_DIRTY,actualarrival,'December 22  2011               10:20 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
813,296961,58730,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-28 09:56 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
814,287598,44290,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-20 10:13 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
815,309942,8782,TB_FLIGHTS_DIRTY,actualarrival,'9:55aDec 4','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
816,245904,4040,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-02 10:15 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
817,310584,12484,TB_FLIGHTS_DIRTY,actualarrival,'9:59 AM  Dec 07','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
818,312236,31239,TB_FLIGHTS_DIRTY,actualarrival,'December 14  2011               10:00 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
819,51420,73152,TB_FLIGHTS_DIRTY,actualarrival,'10:01 AM  Tue 03-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
820,306897,53758,TB_FLIGHTS_DIRTY,actualarrival,'9:44 AM  Dec 26','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
821,289561,46760,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-22 10:21 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
822,58592,66037,TB_FLIGHTS_DIRTY,actualarrival,'10:03 AM  Dec 31','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
823,109829,49110,TB_FLIGHTS_DIRTY,actualarrival,'10:10 AM  Sat 24-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
824,282946,39221,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-18 09:46 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
825,220962,56225,TB_FLIGHTS_DIRTY,actualarrival,'12/27/11 9:58 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
826,145042,4038,TB_FLIGHTS_DIRTY,actualarrival,'10:15 AM  Fri 02-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
827,310466,12482,TB_FLIGHTS_DIRTY,actualarrival,'9:59 AM  Dec 07','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
828,270155,26208,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-12 09:52 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
829,302769,68389,TB_FLIGHTS_DIRTY,actualarrival,'2012-01-01 10:03 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
830,297311,58711,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-28 09:59AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
831,255388,11287,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-05 10:07 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
832,205857,41747,TB_FLIGHTS_DIRTY,actualarrival,'12/19/11 9:48 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
833,191078,26189,TB_FLIGHTS_DIRTY,actualarrival,'12/12/11 9:45 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
834,203071,39202,TB_FLIGHTS_DIRTY,actualarrival,'12/18/11 9:46 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
835,172172,34344,TB_FLIGHTS_DIRTY,actualarrival,'10:47 AM  Dec 16','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
836,176373,21254,TB_FLIGHTS_DIRTY,actualarrival,'11:01 AM  Dec 10','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
837,295152,56244,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-27  10:13A','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
838,108554,36715,TB_FLIGHTS_DIRTY,actualarrival,'10:10 AM  Sat 17-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
839,234121,11268,TB_FLIGHTS_DIRTY,actualarrival,'12/5/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
840,284148,41766,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-19  9:58A','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
841,119879,44281,TB_FLIGHTS_DIRTY,actualarrival,'10:13 AM  Dec 20','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
842,17146,68383,TB_FLIGHTS_DIRTY,actualarrival,'1/1/12 9:57 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
843,281470,36718,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-17 10:10 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
844,181542,6335,TB_FLIGHTS_DIRTY,actualarrival,'12/03/2011 09:44 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
845,296068,56234,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-27 10:01 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
846,195951,31241,TB_FLIGHTS_DIRTY,actualarrival,'12/14/11 9:53 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
847,163033,70774,TB_FLIGHTS_DIRTY,actualarrival,'10:28 AM  Mon 02-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
848,207694,4032,TB_FLIGHTS_DIRTY,actualarrival,'12/2/11 10:05 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
849,207237,4031,TB_FLIGHTS_DIRTY,actualarrival,'12/2/11 10:05 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
850,162485,70773,TB_FLIGHTS_DIRTY,actualarrival,'10:28 AM  Mon 02-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
851,198350,34328,TB_FLIGHTS_DIRTY,actualarrival,'12/16/11 10:43 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
852,227672,6336,TB_FLIGHTS_DIRTY,actualarrival,'12/3/2011 9:40AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
853,42685,56235,TB_FLIGHTS_DIRTY,actualarrival,'10:01 AM  Dec 27','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
854,153604,18918,TB_FLIGHTS_DIRTY,actualarrival,'10:22 AM  Dec 09','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
855,271019,26200,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-12 9:50 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
856,311911,46758,TB_FLIGHTS_DIRTY,actualarrival,'Dec 22 - 10:20am','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
857,137439,23699,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Sun 11-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
858,234516,11269,TB_FLIGHTS_DIRTY,actualarrival,'12/5/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
859,10967,8770,TB_FLIGHTS_DIRTY,actualarrival,'09:55 AM  Sun 04-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
860,281718,36719,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-17 10:10 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
861,57879,66036,TB_FLIGHTS_DIRTY,actualarrival,'10:03 AM  Dec 31','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
862,295886,56233,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-27 10:01 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
863,213997,49105,TB_FLIGHTS_DIRTY,actualarrival,'12/24/11 9:50 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
864,266290,21265,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-10 11:02 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
865,304489,73164,TB_FLIGHTS_DIRTY,actualarrival,'2012-01-03  10:16A','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
866,78145,1488,TB_FLIGHTS_DIRTY,actualarrival,'10:04 AM  Thu 01-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
867,87621,61255,TB_FLIGHTS_DIRTY,actualarrival,'10:07 AM  Dec 29','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
868,154726,18920,TB_FLIGHTS_DIRTY,actualarrival,'10:22 AM  Dec 09','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
869,251611,8768,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-04 09:48AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
870,305342,73163,TB_FLIGHTS_DIRTY,actualarrival,'2012-01-03 10:02 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
871,234911,11270,TB_FLIGHTS_DIRTY,actualarrival,'12/5/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
872,86281,61253,TB_FLIGHTS_DIRTY,actualarrival,'10:07 AM  Dec 29','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
873,138621,23701,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Sun 11-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
874,104066,46757,TB_FLIGHTS_DIRTY,actualarrival,'10:10 AM  Dec 22','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
875,161937,70772,TB_FLIGHTS_DIRTY,actualarrival,'10:28 AM  Mon 02-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
876,196913,31243,TB_FLIGHTS_DIRTY,actualarrival,'12/14/11 9:53 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
877,56453,66034,TB_FLIGHTS_DIRTY,actualarrival,'10:03 AM  Dec 31','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
878,43417,56236,TB_FLIGHTS_DIRTY,actualarrival,'10:01 AM  Dec 27','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
879,196432,31242,TB_FLIGHTS_DIRTY,actualarrival,'12/14/11 9:53 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
880,281222,36717,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-17 10:10 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
881,119260,44280,TB_FLIGHTS_DIRTY,actualarrival,'10:13 AM  Dec 20','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
882,287374,44279,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-20 10:13 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
883,7073,26197,TB_FLIGHTS_DIRTY,actualarrival,'09:50 AM  Mon 12-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
884,295704,56232,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-27 10:01 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
885,57166,66035,TB_FLIGHTS_DIRTY,actualarrival,'10:03 AM  Dec 31','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
886,307703,26201,TB_FLIGHTS_DIRTY,actualarrival,'9:50 AM  Dec 12','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
887,86951,61254,TB_FLIGHTS_DIRTY,actualarrival,'10:07 AM  Dec 29','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
888,213554,49104,TB_FLIGHTS_DIRTY,actualarrival,'12/24/11 9:50 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
889,77459,1487,TB_FLIGHTS_DIRTY,actualarrival,'10:04 AM  Thu 01-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
890,154165,18919,TB_FLIGHTS_DIRTY,actualarrival,'10:22 AM  Dec 09','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
891,312254,34327,TB_FLIGHTS_DIRTY,actualarrival,'December 16  2011               10:47 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
892,10190,8769,TB_FLIGHTS_DIRTY,actualarrival,'09:55 AM  Sun 04-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
893,16376,68382,TB_FLIGHTS_DIRTY,actualarrival,'1/1/12 9:57 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
894,138030,23700,TB_FLIGHTS_DIRTY,actualarrival,'10:14 AM  Sun 11-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
895,197394,31244,TB_FLIGHTS_DIRTY,actualarrival,'12/14/11 9:53 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
896,199302,34330,TB_FLIGHTS_DIRTY,actualarrival,'12/16/11 10:43 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
897,309277,73167,TB_FLIGHTS_DIRTY,actualarrival,'9:53 AM  Jan 03','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
898,223509,58709,TB_FLIGHTS_DIRTY,actualarrival,'12/28/11 10:01 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
899,44149,56237,TB_FLIGHTS_DIRTY,actualarrival,'10:01 AM  Dec 27','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
900,226431,6338,TB_FLIGHTS_DIRTY,actualarrival,'12/3/11 9:40 AM (-05:00)','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
901,253686,11271,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-05 09:56AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
902,65662,68386,TB_FLIGHTS_DIRTY,actualarrival,'10:03 AM  Sun 01-Jan-2012','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
903,299156,61252,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-29 10:07 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
904,290619,49108,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-24 10:00AM EST','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
905,6290,26196,TB_FLIGHTS_DIRTY,actualarrival,'09:50 AM  Mon 12-Dec-2011','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
906,301919,66033,TB_FLIGHTS_DIRTY,actualarrival,'2011-12-31 10:03 AM','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
907,149636,46756,TB_FLIGHTS_DIRTY,actualarrival,'10:20 AM  Dec 22','9:44 AM  Dec 03',2017-10-16 15:55:52.229204
