prno,hospitalname,address,city,state,zip,countryname,phone,hospitaltype,hospitalowner,emergencyservice,condition,mc,measurename,score,sample,stateavg
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2564853150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-3,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,NULL,0 patients,AL_SCIP-INF-4
10012,DEKALB REGIONAL MEDICAL CENTER,1720 UNIVERSITY BLVD,FORT PAYNE,AL,35968,DE KALB,2568453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-4,surgery patients needing hair removed from the surgical area before surgery&#54 who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,179 patients,AL_SCIP-INF-6
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,256845310,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-7A,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,90 patients,AL_SCIP-VTE-1
10012,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,258453150,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,90 patients,AL_SCIP-VTE-2
20018,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,NULL,0 patients,AL_AMI-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,NULL,0 patients,AL_AMI-2
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,0 patients,AL_AMI-3
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Smoking Cessation Advice/Counseling,NULL,0 patients,AL_AMI-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221***,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Beta Blocker at Discharge,NULL,0 patients,AL_AMI-5
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,50863,CLARKE,334666221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AL_AMI-7A
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,NULL,0 patients,AL_AMI-8A
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-4,Heart Failure Patients Given Discharge Instructions,100%,79 patients,AL_HF-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,AMI-3,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,89%,91 patients,AL_HF-2
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,334636o6221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),88%,25 patients,AL_HF-3
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,88%,17 patients,AL_HF-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,45072,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-3,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,92%,25 patients,AL_PN-2
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3436366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,96%,24 patients,AL_PN-3B
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-2,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,6 patients,AL_PN-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,AMI-3,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,24 patients,AL_PN-5C
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,33463662e21,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,HF-4,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),100%,26 patients,AL_PN-6
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,o3346366221,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92%,24 patients,AL_PN-7
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,PN-3B,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54 who were kept on the beta blockers during the period just before and after their surgery,NULL,NULL,AL_SCIP-CARD-2
20017,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,14 patients,AL_SCIP-INF-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 patients,AL_SCIP-INF-2
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,334s6366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),86%,14 patients,AL_SCIP-INF-3
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,HF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,NULL,0 patients,AL_SCIP-INF-4
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,HF-3,surgery patients needing hair removed from the surgical area before surgery&#54 who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,15 patients,AL_SCIP-INF-6
10015,SOUTHWEST ALABAMA MEDICAL CENTER,1720 UNIVERSITY BLVD,THOMASVILLE,AL,36784,CLARKE,3346366221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-3,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,90%,10 patients,AL_SCIP-VTE-1
10015,SOUTHWEST ALABAMA MEDICAL CENTER,33700 HIGHWAY 43,THOMASVILLE,AL,36784,CLARKE,33463x66221,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,AMI-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,10 patients,AL_SCIP-VTE-2
20018,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,99%,179 patients,AL_AMI-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,97%,208 patients,AL_AMI-2
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABATER,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,30 patients,AL_AMI-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,98 patients,AL_AMI-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,L,35007,SHELBY,205620d8100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,97%,169 patients,AL_AMI-5
10016,SHELBY BAPTIST MEDICAL CENTER,1720 UNIVERSITY BLVD,ALABASTEeR,AL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AL_AMI-7A
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,kALABASTER,AyL,35007,SHELBY,2056028100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-2,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,83%,36 patients,AL_AMI-8A
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABATER,L,35007,SHELBY,2056280100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,AMI-2,Heart Failure Patients Given Discharge Instructions,86%,210 patients,AL_HF-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AaL,35007,SHELBY,2056280100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,246 patients,AL_HF-2
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALAABSTER,LA,35007,SHELBY,205620800,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),97%,71 patients,AL_HF-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALAASTER,L,35007,SHELBY,2056208100***,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,48 patients,AL_HF-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,gALABASTER,AL,35007,SHELBY,2052608100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,HF-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,235 patients,AL_PN-2
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALAkBASTER,zAL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,AMI-5,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,110 patients,AL_PN-3B
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTElR,LA,35007,SHELBY,2056208100***,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,AMI-5,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,131 patients,AL_PN-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABSATER,AL,35007,SHELBY,2056c208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,239 patients,AL_PN-5C
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,AABASTER,LA,35007,SHELBY,205v6208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,AMI-2,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),93%,116 patients,AL_PN-6
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABATSER,AtL,35007,SHELBY,2056028100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,AMI-5,Pneumonia Patients Assessed and Given Influenza Vaccination,92%,199 patients,AL_PN-7
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,LA,35007,SHELBY,2056280100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54 who were kept on the beta blockers during the period just before and after their surgery,89%,96 patients,AL_SCIP-CARD-2
20017,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,AABASTER,L,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,368 patients,AL_SCIP-INF-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,LA,35007,SHELBY,2056208100***,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,370 patients,AL_SCIP-INF-2
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABSATER,LA,35007,SHELBY,205620800,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),91%,331 patients,AL_SCIP-INF-3
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABAShTER,qAL,35007,SHELBY,2056208100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-5,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,93%,116 patients,AL_SCIP-INF-4
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASETR,LA,35007,SHELBY,2056208b100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54 who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,588 patients,AL_SCIP-INF-6
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABATER,AL,35007,SHELBY,205620g8100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,AMI-2,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97%,226 patients,AL_SCIP-VTE-1
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALBASTER,AL,35007,SHELBY,2056201800,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,HF-3,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,94%,225 patients,AL_SCIP-VTE-2
20018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100***,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,NULL,NULL,AL_AMI-1
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,pAL,35233,JEFFERSON,2l053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,SCIP-CARD-2,Heart Attack Patients Given Aspirin at Discharge,NULL,NULL,AL_AMI-2
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,L,35233,JEFFERSON,2053258100***,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,NULL,AL_AMI-3
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,205325810l0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AL_AMI-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AwL,35233,JEFFERSON,053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,NULL,NULL,AL_AMI-5
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,LA,35233,JEFFERSON,205258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,SCIP-CARD-2,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,NULL,AL_AMI-7A
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,L,35233,JEFFERSON,2j053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,NULL,NULL,AL_AMI-8A
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,LA,35233,JEFFERSON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,SCIP-CARD-2,Heart Failure Patients Given Discharge Instructions,NULL,NULL,AL_HF-1
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,LA,35233,JEFFERSON,205328100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,AMI-3,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,NULL,NULL,AL_HF-2
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2035258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,SCIP-INF-4,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),NULL,NULL,AL_HF-3
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,mAL,35233,JEFFERSON,205325810b0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,SCIP-CARD-2,Heart Failure Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AL_HF-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053528100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,SCIP-INF-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,NULL,NULL,AL_PN-2
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,ArL,35233,JEFFERSON,205325800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,SCIP-INF-4,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,NULL,NULL,AL_PN-3B
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,L,35233,JEFFERSON,053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,SCIP-CARD-2,Pneumonia Patients Given Smoking Cessation Advice/Counseling,NULL,NULL,AL_PN-4
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,L,35233,JEFFERSON,205358100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,NULL,NULL,AL_PN-5C
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,L,35233,JEFFERSON,053258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,SCIP-INF-2,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),NULL,NULL,AL_PN-6
10018,CALLAHAN EYE FOUNDATION HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,pAL,35233,JEFFERSON,2035258100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,SCIP-CARD-2,Pneumonia Patients Assessed and Given Influenza Vaccination,NULL,NULL,AL_PN-7
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Children&#8217s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,100%,9 patients,AL_CAC-2
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Children&#8217s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,33%,9 patients,AL_CAC-3
20018,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358g900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98%,81 patients,AL_AMI-1
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562359800,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,96%,73 patients,AL_AMI-2
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),93%,14 patients,AL_AMI-3
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,29 patients,AL_AMI-4
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358090,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,93%,67 patients,AL_AMI-5
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900***,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0%,1 patients,AL_AMI-7A
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,x2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,87%,15 patients,AL_AMI-8A
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,87%,142 patients,AL_HF-1
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562v358900,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,157 patients,AL_HF-2
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,25r62358900,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),90%,49 patients,AL_HF-3
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358090,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,41 patients,AL_HF-4
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562359800,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,110 patients,AL_PN-2
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,5262358900,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,102 patients,AL_PN-3B
