"oid","prno","ismismatched_prno","zip","ismismatched_zip","phone","ismismatched_phone"
"4918","40002","false","72830","false","479754454","true"
"4920","40002","false","72830","false","47975454b54","true"
"4926","40002","false","72830","false","477545454","true"
"4943","40004","false","72703","false","479463511y3","true"
"4946","40004","false","72703","false","4794635e113","true"
"4951","40004","false","72703","false","479463113","true"
"4966","40007","false","72205","false","515523000","true"
"4967","40007","false","72205","false","5015523000***","true"
"4969","40007","false","72205","false","501552300","true"
"4975","40007","false","72205","false","501552300b0","true"
"4986","40010","false","72758","false","4793d388000","true"
"4987","40010","false","72758","false","479338800","true"
"4997","40010","false","72758","false","4793388000***","true"
"5002","40010","false","72758","false","4793388000***","true"
"5003","40010","false","72758","false","47933880j00","true"
"5010","10005","false","72833","false","479952241","true"
"5017","40011","false","72833","false","474952241","true"
"5018","40011","false","72833","false","474952241","true"
"5022","40011","false","72833","false","d4794952241","true"
"5026","40011","false","70899","false","794952241","true"
"5028","40011","false","72833","false","479952241","true"
"5031","10012","false","72143","false","5012783100***","true"
"5033","10007","false","72143","false","501783100","true"
"5047","40014","false","72143","false","501p2783100","true"
"5052","40014","false","72143","false","50127r83100","true"
"5057","10019","false","71953","false","479394600","true"
"5059","10019","false","71953","false","v4793946100","true"
"5061","40015","false","71953","false","473946100","true"
"5064","40015","false","71953","false","479394610","true"
"5071","40015","false","71953","false","793946100","true"
"5074","40015","false","71953","false","47939h46100","true"
"5076","40015","false","71953","false","479396100","true"
"5118","40017","false","127966","true","8704144000","false"
"5131","10019","false","72956","false","o4794743401","true"
"5133","10005","false","72956","false","474743401","true"
"5145","40018","false","72956","false","47947434w01","true"
"5147","40018","false","72956","false","4794x743401","true"
"5151","40018","false","72956","false","47947a43401","true"
"5152","40018","false","72956","false","479474301","true"
"5211","10019","false","72764","false","479715711","true"
"5218","40022","false","62319","false","47975157v11","true"
"5222","40022","false","72764","false","497515711","true"
"5223","40022","false","72764","false","497515711","true"
"5226","40022","false","72764","false","477515711","true"
"5230","40022","false","72764","false","497515711","true"
"5231","40022","false","72764","false","479751511","true"
"5275","40027","false","150185","true","8705081000","false"
"5286","10006","false","72034","false","v5013293831","true"
"5290","40029","false","152407","true","501329831","true"
"5291","40029","false","72034","false","501329331","true"
"5293","40029","false","139653","true","501323831","true"
"5294","40029","false","72034","false","013293831","true"
"5296","40029","false","72034","false","513293831","true"
"5303","40029","false","72034","false","50132938o31","true"
"5304","40029","false","72034","false","50v13293831","true"
"5305","40029","false","72034","false","501393831","true"
"5311","10019","false","72117","false","012023000","true"
"5314","40036","false","72117","false","501023000","true"
"5318","40036","false","56132","false","501202300","true"
"5320","40036","false","72117","false","50120230m00","true"
"5321","40036","false","72117","false","501202300","true"
"5323","40036","false","72117","false","50120230j00","true"
"5328","40036","false","72117","false","012023000","true"
"5330","40036","false","72117","false","5b012023000","true"
"5353","40039","false","152530","true","8702397000","false"
"5423","40047","false","132871","true","8708926000","false"
"5495","40055","false","123063","true","5014414000","false"
"5512","10010","false","72917","false","793146000","true"
"5519","40062","false","72917","false","4793b146000","true"
"5520","40062","false","72917","false","479316000","true"
"5522","40062","false","72917","false","479316000","true"
"5523","40062","false","72917","false","47931460a00","true"
"5526","40062","false","72917","false","4793146m000","true"
"5528","40062","false","72917","false","479314600i0","true"
"5530","40062","false","72917","false","47931460u00","true"
"5531","40062","false","72917","false","47h93146000","true"
"5532","40062","false","72917","false","479314600w0","true"
"5563","10005","false","143656","true","8708387300","false"
"5622","40072","false","119864","true","8706733511","false"
"5644","40074","false","137387","true","5019857000","false"
"5661","10001","false","72104","false","n5013374911","true"
"5663","10009","false","72104","false","501337911","true"
"5670","40076","false","72104","false","50133s74911","true"
"5671","40076","false","72104","false","513374911","true"
"5672","40076","false","72104","false","501337491","true"
"5678","40076","false","72104","false","013374911","true"
"5683","40076","false","72104","false","501374911","true"
"5764","10005","false","72015","false","o5017766000","true"
"5770","40084","false","72015","false","501776600c0","true"
"5771","40084","false","72015","false","5017766000***","true"
"5776","40084","false","72015","false","5017766k000","true"
"5778","40084","false","72015","false","501776u6000","true"
"5779","40084","false","72015","false","5017766000***","true"
"5805","40085","false","142005","true","8703385800","false"
"5867","04009F","true","72703","false","4794445058","false"
"5868","04009F","true","72703","false","4794445058","false"
"5869","04009F","true","72703","false","4794445058","false"
"5870","04009F","true","72703","false","4794445058","false"
"5871","04009F","true","72703","false","4794445058","false"
"5874","04009F","true","72703","false","4794445058","false"
"5876","04009F","true","72703","false","4794445058","false"
"5877","04009F","true","72703","false","4794445058","false"
"5878","04009F","true","72703","false","4794445058","false"
"5881","04009F","true","72703","false","4794445058","false"
"5883","04009F","true","72703","false","4794445058","false"
"5884","04009F","true","72703","false","4794445058","false"
"5892","04010F","true","72205","false","5012571000","false"
"5893","04010F","true","72205","false","5012571000","false"
"5896","04010F","true","72205","false","5012571000","false"
"5899","04010F","true","72205","false","5012571000","false"
"5900","04010F","true","72205","false","5012571000","false"
"5902","04010F","true","72205","false","5012571000","false"
"5903","04010F","true","72205","false","5012571000","false"
"5905","04010F","true","72205","false","5012571000","false"
"5906","04010F","true","72205","false","5012571000","false"
"5907","04010F","true","72205","false","5012571000","false"
"6023","40137","false","72120","false","501552710a0","true"
"6024","40137","false","72120","false","5015v527100","true"
"6025","40137","false","72120","false","d5015527100","true"
"6027","40137","false","72120","false","5015527100***","true"
"6028","40137","false","72120","false","515527100","true"
"6031","40137","false","72120","false","501552r7100","true"
"6032","40137","false","72120","false","501552710e0","true"
"6033","40137","false","72120","false","5015527100***","true"
"6038","40137","false","72120","false","50155h27100","true"
"6067","10005","false","72118","false","501x7488000","true"
"6070","10001","false","72118","false","501748l8000","true"
"6071","10001","false","72118","false","5017t488000","true"
"6072","40147","false","72118","false","5017w488000","true"
"6075","40147","false","72118","false","0517488000","true"
"6076","40147","false","72118","false","501748800p0","true"
"6077","40147","false","38681","false","501748000","true"
"6085","40147","false","72118","false","5v017488000","true"
"6087","40147","false","72118","false","501748t8000","true"
"6089","40147","false","72118","false","507488000","true"
"6123","41300","false","72855","false","479963w6101","true"
"6125","41300","false","72855","false","479963101","true"
"6130","41300","false","72855","false","479963101","true"
"6133","41300","false","72855","false","479636101","true"
"6134","41300","false","72855","false","799636101","true"
"6136","41300","false","72855","false","479s9636101","true"
"6139","41300","false","72855","false","4799i636101","true"
"6167","10006","false","72958","false","479k6374135","true"
"6172","41305","false","72958","false","479634135","true"
"6174","41305","false","72958","false","796374135","true"
"6209","41307","false","134239","true","8702383300","false"
"6274","41310","false","128120","true","8702694361","false"
"6318","10007","false","72543","false","0518873000","true"
"6319","10005","false","72543","false","5018873z000","true"
"6324","41312","false","72543","false","5018873000***","true"
"6326","41312","false","72543","false","5018k873000","true"
"6327","41312","false","72543","false","501887300l0","true"
"6329","41312","false","63454","false","501887300p0","true"
"6330","41312","false","72543","false","5018873000***","true"
"6333","41312","false","116688","true","501887000","true"
"6335","41312","false","72543","false","501887300","true"
"6336","41312","false","117588","true","5018z873000","true"
"6338","41312","false","72543","false","501u8873000","true"
"6424","10006","false","72927","false","796752800","true"
"6426","41318","false","72927","false","4796u752800","true"
"6428","41318","false","72927","false","479675280o0","true"
"6429","41318","false","72927","false","47967528w00","true"
"6430","41318","false","72927","false","4796752o800","true"
"6432","41318","false","72927","false","479652800","true"
"6438","41318","false","72927","false","479675280w0","true"
"6441","41318","false","72927","false","496752800","true"
"6521","10015","false","120065","true","5019772300","false"
"6522","10005","false","72110","false","019772300","true"
"6529","41324","false","72110","false","5019a772300","true"
"6530","41324","false","72110","false","509772300","true"
"6534","41324","false","72110","false","0519772300","true"
"6535","41324","false","72110","false","509772300","true"
"6539","41324","false","72110","false","501977230o0","true"
"6543","41324","false","72110","false","5019772300***","true"
"6675","10006","false","94545","false","107826200","true"
"6687","50002","false","94545","false","j5107826200","true"
"6690","50002","false","94545","false","510786200","true"
"6691","50002","false","94545","false","5107826200***","true"
"6701","10009","false","95501","false","7z074438051","true"
"6705","50006","false","95501","false","707443051","true"
"6706","50006","false","95501","false","707443851","true"
"6714","50006","false","95501","false","707443801","true"
"6716","50006","false","95501","false","074438051","true"
"6719","50006","false","95501","false","7074438e051","true"
"6725","10019","false","94010","false","650696570","true"
"6729","50007","false","94010","false","650665270","true"
"6730","50007","false","94010","false","506965270","true"
"6735","50007","false","94010","false","o6506965270","true"
"6748","10019","false","94114","false","415d6006000","true"
"6760","50008","false","94114","false","41560q06000","true"
"6764","50008","false","94114","false","4p156006000","true"
"6775","10005","false","94558","false","707524411","true"
"6779","50009","false","94558","false","7072524411***","true"
"6782","50009","false","94558","false","0772524411","true"
"6787","50009","false","94558","false","7e072524411","true"
"6789","50009","false","94558","false","707224411","true"
"6792","50009","false","94558","false","707254411","true"
"6805","50013","false","94574","false","707967589s9","true"
"6806","50013","false","94574","false","707675899","true"
"6808","50013","false","94574","false","70796758y99","true"
"6815","50013","false","94574","false","707967n5899","true"
"6818","50013","false","94574","false","7p079675899","true"
"6819","50013","false","94574","false","707t9675899","true"
"6820","50013","false","94574","false","7e079675899","true"
"6821","50013","false","94574","false","079675899","true"
"6823","10018","false","95642","false","0292237500","true"
"6828","10005","false","95642","false","202237500","true"
"6829","50014","false","95642","false","20r92237500","true"
"6837","50014","false","95642","false","209223y7500","true"
"6838","50014","false","95642","false","092237500","true"
"6840","50014","false","95642","false","209223750n0","true"
"6844","50014","false","95642","false","209223750","true"
"6845","50014","false","95642","false","292237500","true"
"6846","50014","false","95642","false","092237500","true"
"6850","10008","false","93420","false","805489421","true"
"6851","10005","false","93420","false","805489261","true"
"6856","50016","false","93420","false","805484261","true"
"6860","50016","false","93420","false","t8054894261","true"
"6861","50016","false","93420","false","805489426c1","true"
"6868","50016","false","93420","false","805494261","true"
"6871","50016","false","93420","false","p8054894261","true"
"6903","10001","false","90012","false","1236248411","true"
"6905","50018","false","90012","false","2136248g411","true"
"6906","50018","false","90012","false","2136248411***","true"
"6916","50018","false","90012","false","213248411","true"
"6918","50018","false","90012","false","2136248411***","true"
"6919","50018","false","90012","false","213624841p1","true"
"6920","50018","false","90012","false","213624841w1","true"
"6921","50018","false","90012","false","213624841c1","true"
"6955","10006","false","91950","false","694704321","true"
"6959","50024","false","91950","false","61p94704321","true"
"6962","50024","false","91950","false","61947043z21","true"
"6964","50024","false","91950","false","619k4704321","true"
"6966","50024","false","91950","false","6194s704321","true"
"6967","50024","false","91950","false","619470432d1","true"
"6972","50024","false","91950","false","619404321","true"
"6974","50024","false","91950","false","6p194704321","true"
"7000","50026","false","91942","false","619650711","true"
"7002","50026","false","91942","false","61h94650711","true"
"7007","50026","false","91942","false","619650711","true"
"7010","10005","false","152714","true","70782v23621","true"
"7011","10011","false","95521","false","7078223y621","true"
"7015","50028","false","126621","true","7078223621","false"
"7017","50028","false","95521","false","078223621","true"
"7025","50028","false","95521","false","707223621","true"
"7027","50028","false","95521","false","70782a23621","true"
"7029","50028","false","95521","false","707223621","true"
"7031","50028","false","95521","false","707223621","true"
"7036","10006","false","95966","false","530538500","true"
"7042","50030","false","95966","false","5305338500***","true"
"7049","50030","false","95966","false","53053385m00","true"
"7050","50030","false","95966","false","5305338q500","true"
"7051","50030","false","95966","false","530538500","true"
"7057","50030","false","95966","false","5305p338500","true"
"7069","50036","false","93301","false","661327172","true"
"7073","50036","false","110337","true","6631271792","false"
"7078","50036","false","93301","false","6613271w792","true"
"7082","50036","false","93301","false","6613z271792","true"
"7090","50038","false","95128","false","488855000","true"
"7091","50038","false","95128","false","408885500","true"
"7092","50038","false","95128","false","408885000","true"
"7094","50038","false","95128","false","088855000","true"
"7096","50038","false","95128","false","40888v55000","true"
"7097","50038","false","95128","false","4088u855000","true"
"7106","50038","false","95128","false","40888y55000","true"
"7110","10015","false","95926","false","530337300","true"
"7117","50039","false","95926","false","530o3327300","true"
"7119","50039","false","95926","false","5303327300***","true"
"7121","50039","false","95926","false","53d03327300","true"
"7131","50039","false","95926","false","530332y7300","true"
"7132","50039","false","95926","false","53033273i00","true"
"7137","10001","false","91342","false","8g183641555","true"
"7139","10001","false","91342","false","818641555","true"
"7146","50040","false","91342","false","818j3641555","true"
"7148","50040","false","157568","true","8183641w555","true"
"7152","50040","false","91342","false","818364155","true"
"7154","50040","false","91342","false","818364r1555","true"
"7169","50042","false","96080","false","530528012","true"
"7170","50042","false","96080","false","53052980l12","true"
"7173","50042","false","96080","false","530598012","true"
"7176","50042","false","96080","false","530529801y2","true"
"7177","50042","false","96080","false","530598012","true"
"7189","10005","false","94609","false","506554000","true"
"7191","50043","false","94609","false","506554000","true"
"7194","50043","false","37388","false","516554000","true"
"7195","50043","false","145591","true","5106554000","false"
"7199","50043","false","94609","false","5e106554000","true"
"7200","50043","false","94609","false","5106f554000","true"
"7202","50043","false","94609","false","51d06554000","true"
"7203","50043","false","94609","false","510s6554000","true"
"7206","50043","false","94609","false","510655k4000","true"
"7207","50043","false","94609","false","510n6554000","true"
"7211","10007","false","92243","false","760l3397100","true"
"7212","10009","false","92243","false","760339710s0","true"
"7215","50045","false","92243","false","7r603397100","true"
"7218","50045","false","92243","false","7603l397100","true"
"7220","50045","false","92243","false","760397100","true"
"7221","50045","false","92243","false","760339700","true"
"7222","50045","false","92243","false","7603397100***","true"
"7224","50045","false","92243","false","603397100","true"
"7225","50045","false","92243","false","760339700","true"
"7228","50045","false","92243","false","76j03397100","true"
"7229","50045","false","92243","false","760397100","true"
"7511","50070","false","94080","false","6507f423200","true"
"7241","50046","false","93023","false","0856402280","true"
"7248","50046","false","93023","false","80564022b80","true"
"7249","50046","false","93023","false","805640228v0","true"
"7251","50046","false","93023","false","0856402280","true"
"7581","50073","false","94589","false","707611000","true"
"7268","50047","false","94115","false","4156006000***","true"
"7272","50047","false","94115","false","4156l006000","true"
"7277","50047","false","94115","false","415006000","true"
"7279","50047","false","94115","false","415600600","true"
"7285","50047","false","94115","false","4156006000***","true"
"7298","10006","false","94110","false","4i156416562","true"
"7302","50055","false","94110","false","415641662","true"
"7312","50055","false","94110","false","156416562","true"
"7315","50055","false","94110","false","415641656l2","true"
"7316","50055","false","94110","false","41564a16562","true"
"7366","50057","false","93291","false","559624200","true"
"7320","50055","false","94110","false","r4156416562","true"
"7328","50056","false","93534","false","q6619495501","true"
"7336","50056","false","93534","false","6619z495501","true"
"7337","50056","false","93534","false","661945501","true"
"7339","50056","false","93534","false","661949551","true"
"7340","50056","false","114441","true","661949550v1","true"
"7341","50056","false","93534","false","6619495501***","true"
"7342","50056","false","93534","false","661949s5501","true"
"7351","10019","false","135708","true","559624i2000","true"
"7356","50057","false","93291","false","596242000","true"
"7358","50057","false","93291","false","5596242q000","true"
"7362","50057","false","93291","false","559624b2000","true"
"7364","50057","false","93291","false","596242000","true"
"7369","50057","false","93291","false","5596242000***","true"
"7388","50058","false","130703","true","8185021900","false"
"7407","50060","false","93715","false","5594596000***","true"
"7408","50060","false","93715","false","559596000","true"
"7409","50060","false","93715","false","594596000","true"
"7412","50060","false","93715","false","55p94596000","true"
"7415","50060","false","93715","false","5594596000***","true"
"7416","50060","false","93715","false","5594f596000","true"
"7418","50060","false","93715","false","559459600z0","true"
"7419","50060","false","93715","false","d5594596000","true"
"7434","50063","false","90028","false","213413300","true"
"7435","50063","false","90028","false","i2134133000","true"
"7444","50063","false","90028","false","214133000","true"
"7448","10019","false","95361","false","2c098473011","true"
"7450","10008","false","95361","false","209847301v1","true"
"7451","10018","false","95361","false","209847311","true"
"7452","10006","false","95361","false","2p098473011","true"
"7460","50067","false","95361","false","0298473011","true"
"7461","50067","false","95361","false","2098473011***","true"
"7467","50067","false","95361","false","098473011","true"
"7469","50067","false","95361","false","209873011","true"
"7478","50069","false","92868","false","7146339111***","true"
"7479","50069","false","92868","false","714639111","true"
"7481","50069","false","92868","false","71463391l11","true"
"7483","50069","false","92868","false","714j6339111","true"
"7484","50069","false","92868","false","7j146339111","true"
"7489","50069","false","92868","false","71463c39111","true"
"7495","50069","false","92868","false","714633911","true"
"7497","10001","false","94080","false","650742320","true"
"7502","10006","false","94080","false","x6507423200","true"
"7505","50070","false","94080","false","6507423200***","true"
"7514","50070","false","94080","false","650723200","true"
"7518","50070","false","94080","false","650742200","true"
"7522","10006","false","95051","false","4082k366400","true"
"7525","10001","false","95051","false","4082366400***","true"
"7530","50071","false","95051","false","082366400","true"
"7533","50071","false","95051","false","408236400","true"
"7542","50071","false","95051","false","4082366400***","true"
"7545","50071","false","95051","false","408236600","true"
"7552","10001","false","69697","false","925o2954000","true"
"7558","50072","false","94596","false","925295400","true"
"7568","50072","false","134053","true","9252954000","false"
"7583","50073","false","94589","false","7076511z000","true"
"7584","50073","false","94589","false","776511000","true"
"7587","50073","false","94589","false","7076p511000","true"
"7591","50073","false","94589","false","7076511000***","true"
"7592","50073","false","94589","false","70765e11000","true"
"7593","50073","false","94589","false","7g076511000","true"
"7595","50073","false","94589","false","706511000","true"
"7606","50075","false","115988","true","5107521000","false"
"7615","10001","false","91786","false","719852811","true"
"7623","50099","false","65846","false","714985281n1","true"
"7624","50099","false","91786","false","149852811","true"
"7626","50099","false","91786","false","7d149852811","true"
"7629","50099","false","91786","false","714982811","true"
"8019","50095","false","94546","false","510u5371234","true"
"7638","50133","false","95901","false","530749400","true"
"7668","50425","false","150701","true","9169735000","false"
"7690","50478","false","93463","false","805q6886431","true"
"7697","50478","false","93463","false","805688641","true"
"7698","50478","false","93463","false","805686431","true"
"7699","50478","false","93463","false","805688631","true"
"7712","50516","false","117722","true","9165375000","false"
"7726","50688","false","95020","false","0488482000","true"
"7728","50688","false","95020","false","40884820i00","true"
"7729","50688","false","95020","false","408848g2000","true"
"7732","50688","false","95020","false","4088482000***","true"
"7737","50688","false","95020","false","40884j82000","true"
"7806","50078","false","90732","false","31f08323311","true"
"7808","50078","false","90732","false","310833311","true"
"7815","50078","false","90732","false","108323311","true"
"7827","10005","false","94806","false","510970000","true"
"7828","50079","false","94806","false","109705000","true"
"7836","50079","false","94806","false","510970500t0","true"
"7840","50079","false","94806","false","5109705000***","true"
"7841","50079","false","94806","false","n5109705000","true"
"7843","50079","false","94806","false","510970000","true"
"7845","50079","false","94806","false","510905000","true"
"7853","10005","false","93030","false","805988250h0","true"
"7856","50082","false","93030","false","805982500","true"
"7858","50082","false","93030","false","8059882x500","true"
"7867","50082","false","65990","false","059882500","true"
"7870","50082","false","93030","false","0859882500","true"
"7877","10005","false","95204","false","20994h32000","true"
"7878","50084","false","95204","false","299432000","true"
"7880","50084","false","95204","false","099432000","true"
"7883","50084","false","95204","false","2099432000***","true"
"7884","50084","false","95204","false","2099432000***","true"
"7913","50089","false","129848","true","9098876333","false"
"7892","50084","false","95204","false","2099432000***","true"
"7896","50084","false","95204","false","099432000","true"
"7897","10001","false","110029","true","9098876333","false"
"7905","50089","false","140687","true","9098876333","false"
"7908","50089","false","130136","true","9098876333","false"
"7919","50089","false","92411","false","9098876333***","true"
"7936","50090","false","95476","false","707355106","true"
"7939","50090","false","95476","false","707l9355106","true"
"7940","50090","false","95476","false","707935516","true"
"7946","50090","false","95476","false","70793w55106","true"
"7950","10019","false","90255","false","323831931","true"
"7951","10008","false","90255","false","323583191","true"
"7952","10006","false","90255","false","323583z1931","true"
"7957","50091","false","90255","false","3235831u931","true"
"7958","50091","false","90255","false","323581931","true"
"7959","50091","false","90255","false","323583h1931","true"
"7964","50091","false","90255","false","3m235831931","true"
"7968","50091","false","90255","false","3g235831931","true"
"7971","50091","false","90255","false","f3235831931","true"
"8010","50095","false","149279","true","5105731234","false"
"8011","50095","false","94546","false","5105v371234","true"
"8018","50095","false","94546","false","51053x71234","true"
"8021","50095","false","94546","false","510537b1234","true"
"8026","10012","false","91790","false","6263t388481","true"
"8027","10001","false","91790","false","263388481","true"
"8029","50096","false","91790","false","626338848d1","true"
"8034","50096","false","91790","false","626338481","true"
"8036","50096","false","91790","false","626s3388481","true"
"8039","50096","false","91790","false","626338848g1","true"
"8041","50096","false","91790","false","62633884g81","true"
"8045","50096","false","91790","false","626338881","true"
"8048","50099","false","91786","false","714c9852811","true"
"8049","50099","false","91786","false","714985811","true"
"8050","50099","false","91786","false","7x149852811","true"
"8051","50099","false","147317","true","714852811","true"
"8134","10005","false","90033","false","323268500","true"
"8139","50103","false","90033","false","3232685000***","true"
"8142","50103","false","90033","false","3j232685000","true"
"8146","50103","false","90033","false","3232685000***","true"
"8148","50103","false","90033","false","323285000","true"
"8160","10005","false","90262","false","310900y8900","true"
"8167","50104","false","90262","false","109008900","true"
"8168","50104","false","90262","false","310900s8900","true"
"8169","50104","false","90262","false","310900800","true"
"8171","50104","false","90262","false","310008900","true"
"8174","50104","false","90262","false","1309008900","true"
"8177","50104","false","90262","false","310900890d0","true"
"8178","50104","false","90262","false","3109b008900","true"
"8186","10001","false","93454","false","805k7393000","true"
"8187","10019","false","93454","false","8r057393000","true"
"8189","50107","false","93454","false","807393000","true"
"8192","50107","false","93454","false","857393000","true"
"8195","50107","false","93454","false","805739z3000","true"
"8199","50107","false","93454","false","805393000","true"
"8203","50107","false","93454","false","057393000","true"
"8233","10009","false","93436","false","805737300","true"
"8238","50110","false","93436","false","805373300","true"
"8239","50110","false","93436","false","057373300","true"
"8241","50110","false","93436","false","057373300","true"
"8245","50110","false","93436","false","805s7373300","true"
"8246","50110","false","93436","false","8b057373300","true"
"8247","50110","false","93436","false","805a7373300","true"
"8248","50110","false","93436","false","805773300","true"
"8251","50110","false","93436","false","8057x373300","true"
"8260","10019","false","90004","false","213382752","true"
"8267","50111","false","90004","false","133827252","true"
"8270","50111","false","90004","false","2133s827252","true"
"8274","50111","false","90004","false","133827252","true"
"8276","50111","false","90004","false","213327252","true"
"8277","50111","false","90004","false","p2133827252","true"
"8280","50111","false","90004","false","l2133827252","true"
"8282","10005","false","90404","false","313194000","true"
"8290","50112","false","90404","false","310319400","true"
"8294","50112","false","90404","false","310319400","true"
"8296","50112","false","90404","false","31031940f00","true"
"8298","50112","false","90404","false","310f3194000","true"
"8300","50112","false","90404","false","u3103194000","true"
"8301","50112","false","90404","false","3l103194000","true"
"8303","50112","false","90404","false","3d103194000","true"
"8305","50112","false","90404","false","310394000","true"
"8312","50113","false","94403","false","65057o32222","true"
"8319","50113","false","94403","false","6505q732222","true"
"8320","50113","false","94403","false","650573222x2","true"
"8322","50113","false","94403","false","650732222","true"
"8323","50113","false","94403","false","6505u732222","true"
"8324","50113","false","94403","false","65057322j22","true"
"8329","50113","false","94403","false","6505732222***","true"
"8333","10019","false","92025","false","7607393000***","true"
"8334","10007","false","92025","false","760733000","true"
"8335","10015","false","92025","false","7607393000***","true"
"8337","10001","false","92025","false","767393000","true"
"8341","50115","false","92025","false","760739300","true"
"8351","50115","false","92025","false","7607b393000","true"
"8353","50115","false","92025","false","760793000","true"
"8354","50115","false","92025","false","607393000","true"
"8363","50116","false","91325","false","81888585t00","true"
"8364","50116","false","91325","false","818885850s0","true"
"8368","50116","false","91325","false","81888s58500","true"
"8372","50116","false","91325","false","818n8858500","true"
"8373","50116","false","91325","false","81m88858500","true"
"8374","50116","false","91325","false","818885850n0","true"
"8385","10015","false","95336","false","20d98233111","true"
"8386","10019","false","95336","false","209q8233111","true"
"8387","10001","false","95336","false","20982331t11","true"
"8390","50118","false","95336","false","2l098233111","true"
"8397","50118","false","95336","false","209823311z1","true"
"8402","50118","false","95336","false","098233111","true"
"8403","50118","false","95336","false","2098233111***","true"
"8421","50121","false","93230","false","559582l9000","true"
"8425","50121","false","133154","true","5595829000***","true"
"8427","50121","false","93230","false","5595829s000","true"
"8429","50121","false","93230","false","595829000","true"
"8430","50121","false","93230","false","559589000","true"
"8443","50122","false","95203","false","209944550","true"
"8445","50122","false","95203","false","209944550","true"
"8452","50122","false","95203","false","2099445550***","true"
"8453","50122","false","95203","false","209445550","true"
"8455","50122","false","95203","false","209944550","true"
"8484","10019","false","95116","false","408259500h0","true"
"8488","10019","false","95116","false","082595000","true"
"8560","10007","false","146416","true","7607248411","false"
"8497","50125","false","95116","false","082595000","true"
"8500","50125","false","95116","false","408595000","true"
"8502","50125","false","95116","false","4082t595000","true"
"8506","50125","false","95116","false","4082595000***","true"
"8508","50125","false","95116","false","402595000","true"
"8535","10005","false","95695","false","53066239t61","true"
"8539","10019","false","95695","false","5306623x961","true"
"8542","50127","false","95695","false","530623961","true"
"8546","50127","false","95695","false","306623961","true"
"8556","50127","false","95695","false","5306623l961","true"
"8572","50128","false","92056","false","760724841z1","true"
"8573","50128","false","132687","true","v7607248411","true"
"8576","50128","false","92056","false","7607248411***","true"
"8577","50128","false","92056","false","7q607248411","true"
"8578","50128","false","92056","false","7l607248411","true"
"8579","50128","false","92056","false","760728411","true"
"8582","50128","false","92056","false","7607248411***","true"
"8612","10019","false","94945","false","452091300","true"
"8618","50131","false","94945","false","415209100","true"
"8622","50131","false","94945","false","152091300","true"
"8623","50131","false","94945","false","1452091300","true"
"8624","50131","false","94945","false","152091300","true"
"8629","50131","false","94945","false","415209300","true"
"8633","50131","false","94945","false","152091300","true"
"8638","10038","false","91778","false","62628m95454","true"
"8639","10007","false","91778","false","626285454","true"
"8648","50132","false","91778","false","626289454","true"
"8649","50132","false","91778","false","262895454","true"
"8665","10019","false","95901","false","307494300","true"
"8666","50133","false","95901","false","h5307494300","true"
"8670","50133","false","95901","false","530794300","true"
"8671","50133","false","95901","false","53j07494300","true"
"8672","50133","false","95901","false","5307494300***","true"
"8673","50133","false","95901","false","530749430s0","true"
"8684","50136","false","94954","false","707778231","true"
"8687","50136","false","94954","false","7077782631***","true"
"8688","50136","false","94954","false","7077782m631","true"
"8699","50136","false","94954","false","7077782631***","true"
"8703","10019","false","142621","true","818375p3333","true"
"8705","10019","false","91402","false","k8183753333","true"
"8707","50137","false","91402","false","81837v53333","true"
"8709","50137","false","91402","false","818375333","true"
"8713","50137","false","91402","false","818353333","true"
"8716","50137","false","91402","false","8183753333***","true"
"8718","50137","false","91402","false","818375333","true"
"8721","50137","false","91402","false","a8183753333","true"
"8724","50137","false","91402","false","81l83753333","true"
"8731","10005","false","90027","false","w3237834011","true"
"8733","50138","false","90027","false","323783011","true"
"8737","50138","false","90027","false","3237834011***","true"
"8741","50138","false","90027","false","323784011","true"
"8742","50138","false","90027","false","323783b4011","true"
"8743","50138","false","90027","false","237834011","true"
"8751","10005","false","90242","false","562461607","true"
"8752","10001","false","90242","false","562416007","true"
"8763","50139","false","90242","false","624616007","true"
"8766","50139","false","90242","false","5a624616007","true"
"8769","50139","false","90242","false","562461b6007","true"
"8811","50145","false","93940","false","8316245311***","true"
"8813","50145","false","93940","false","836245311","true"
"8827","10006","false","90015","false","21m37482411","true"
"8839","50149","false","90015","false","213482411","true"
"8840","50149","false","90015","false","137482411","true"
"8844","50149","false","90015","false","2137482411***","true"
"8848","50149","false","90015","false","213748n2411","true"
"8854","10019","false","95945","false","302746000","true"
"8863","50150","false","95945","false","302746000","true"
"8864","50150","false","95945","false","530274600","true"
"8874","50150","false","95945","false","530746000","true"
"8880","10005","false","94109","false","415775u4321","true"
"8882","50152","false","94109","false","4157754m321","true"
"8889","50152","false","94109","false","415775432p1","true"
"8891","50152","false","94109","false","457754321","true"
"8892","50152","false","94109","false","b4157754321","true"
"8894","50152","false","94109","false","415775421","true"
"8899","50152","false","94109","false","415775432b1","true"
"8952","10009","false","93003","false","805652607p5","true"
"8956","10019","false","93003","false","80565260a75","true"
"8957","50159","false","93003","false","805652675","true"
"8959","50159","false","93003","false","80565260m75","true"
"8963","50159","false","93003","false","856526075","true"
"8967","50159","false","93003","false","806526075","true"
"8970","50159","false","93003","false","k8056526075","true"
"8972","50159","false","93003","false","8e056526075","true"
"8973","50159","false","93003","false","8h056526075","true"
"8985","50167","false","95231","false","094686000","true"
"8988","50167","false","95231","false","209j4686000","true"
