"oid","prno","hospitalname","address","city","state","zip","countryname","phone","hospitaltype","hospitalowner","emergencyservice","condition","mc","measurename","score","sample","stateavg"
"1993","10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","L","36507","BALDWIN","251t9375521","Acute Care Hospitals","Voluntary non-profit - Private","No","Surgical Infection Prevention","AMI-5","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","88%","43 patients","AL_SCIP-INF-1"
"1994","10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","rAL","36507","BALDWIN","251937521","Acute Care Hospitals","Voluntary non-profit - Private","No","Surgical Infection Prevention","AMI-2","surgery patients who were given the  right kind  of antibiotic to help prevent infection","95%","42 patients","AL_SCIP-INF-2"
"1996","10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AtL","36507","BALDWIN","2513975521","Acute Care Hospitals","Voluntary non-profit - Private","No","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","AL_SCIP-INF-4"
"1997","10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","LA","36507","BALDWIN","251975521","Acute Care Hospitals","Voluntary non-profit - Private","No","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","61 patients","AL_SCIP-INF-6"
"1998","10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","L","36507","BALDWIN","2519375521***","Acute Care Hospitals","Voluntary non-profit - Private","No","Surgical Infection Prevention","AMI-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","78%","32 patients","AL_SCIP-VTE-1"
"1999","10129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","LA","36507","BALDWIN","251975521","Acute Care Hospitals","Voluntary non-profit - Private","No","Surgical Infection Prevention","AMI-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","78%","32 patients","AL_SCIP-VTE-2"
"2000","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","PELL CITY","AL","35125","SAINT CLAIR","2053383301","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","50%","6 patients","AL_AMI-1"
"2002","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","PELL CITY","AL","35125","SAINT CLAIR","2035383301","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-1","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","","0 patients","AL_AMI-3"
"2004","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","PELL CTY","L","35125","SAINT CLAIR","2053383301","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Beta Blocker at Discharge","83%","6 patients","AL_AMI-5"
"2006","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","PELL ICTY","AL","35125","SAINT CLAIR","2053383301","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","","0 patients","AL_AMI-8A"
"2008","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","PELL fCITY","AL","35125","SAINT CLAIR","2053383031","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Heart Failure","AMI-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","71%","78 patients","AL_HF-2"
"2012","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","jPELL CITY","L","35125","SAINT CLAIR","2053383031","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Pneumonia","AMI-7A","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","89%","54 patients","AL_PN-3B"
"2013","10130","ST VINCENT-S ST CLAIR","2805 DR JOHN HAYNES DRIVE","PELL CIY","LA","35125","SAINT CLAIR","2503383301","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Pneumonia","AMI-1","Pneumonia Patients Given Smoking Cessation Advice/Counseling","68%","44 patients","AL_PN-4"
"2026","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","AiL","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","99%","117 patients","AL_AMI-2"
"2027","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","L","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","95%","20 patients","AL_AMI-3"
"2028","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","L","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","42 patients","AL_AMI-4"
"2030","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","LA","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","AL_AMI-7A"
"2032","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","jAL","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Heart Failure","HF-1","Heart Failure Patients Given Discharge Instructions","91%","150 patients","AL_HF-1"
"2033","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","L","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Heart Failure","AMI-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","100%","180 patients","AL_HF-2"
"2036","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","LA","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","AMI-1","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","97%","119 patients","AL_PN-2"
"2037","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","L","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Pneumonia","AMI-3","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","96%","113 patients","AL_PN-3B"
"2042","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","ApL","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-2","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","100%","28 patients","AL_SCIP-CARD-2"
"2043","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","LA","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-1","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","97%","235 patients","AL_SCIP-INF-1"
"2044","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","LA","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-2","surgery patients who were given the  right kind  of antibiotic to help prevent infection","97%","235 patients","AL_SCIP-INF-2"
"2046","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","L","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","AL_SCIP-INF-4"
"2047","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","L","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","SCIP-INF-6","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","99%","340 patients","AL_SCIP-INF-6"
"2049","10131","CRESTWOOD MEDICAL CENTER","101 SIVLEY RD","HUNTSVILLE","LA","35801","MADISON","2568823100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","HF-1","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","90%","144 patients","AL_SCIP-VTE-2"
"2050","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","100%","15 patients","AL_AMI-1"
"2051","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","AL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","100%","6 patients","AL_AMI-2"
"2076","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","L","36925","SUMTER","2053925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","","","AL_AMI-2"
"2053","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","AmL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Heart Attack","AMI-4","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","3 patients","AL_AMI-4"
"2057","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Heart Failure","AMI-2","Heart Failure Patients Given Discharge Instructions","86%","99 patients","AL_HF-1"
"2058","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Heart Failure","HF-2","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","99%","96 patients","AL_HF-2"
"2059","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Heart Failure","AMI-1","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","93%","60 patients","AL_HF-3"
"2062","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","L","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Pneumonia","AMI-3","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","75%","44 patients","AL_PN-3B"
"2063","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Pneumonia","PN-4","Pneumonia Patients Given Smoking Cessation Advice/Counseling","100%","32 patients","AL_PN-4"
"2064","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","kAL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Pneumonia","AMI-5","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","81%","59 patients","AL_PN-5C"
"2065","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Pneumonia","AMI-1","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","84%","37 patients","AL_PN-6"
"2066","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","AuL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Pneumonia","AMI-4","Pneumonia Patients Assessed and Given Influenza Vaccination","67%","18 patients","AL_PN-7"
"2068","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","AL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Surgical Infection Prevention","AMI-1","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","88%","113 patients","AL_SCIP-INF-1"
"2069","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Surgical Infection Prevention","PN-4","surgery patients who were given the  right kind  of antibiotic to help prevent infection","99%","113 patients","AL_SCIP-INF-2"
"2070","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Surgical Infection Prevention","AMI-1","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","88%","108 patients","AL_SCIP-INF-3"
"2071","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","L","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Surgical Infection Prevention","SCIP-INF-4","all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery","","0 patients","AL_SCIP-INF-4"
"2072","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","LA","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Surgical Infection Prevention","AMI-1","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","99%","180 patients","AL_SCIP-INF-6"
"2073","10137","COOPER GREEN MERCY HOSPITAL","1720 UNIVERSITY BLVD","BIRMINGHAM","AL","35233","JEFFERSON","2059303200","Acute Care Hospitals","Government - Local","No","Surgical Infection Prevention","AMI-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","89%","88 patients","AL_SCIP-VTE-1"
"2075","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","2053925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","","","AL_AMI-1"
"2077","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","2053925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-1","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","","","AL_AMI-3"
"2080","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","r2053925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Attack","AMI-4","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","","AL_AMI-7A"
"2082","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","lAL","36925","SUMTER","20n53925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Failure","AMI-2","Heart Failure Patients Given Discharge Instructions","","","AL_HF-1"
"2085","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","2503925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Heart Failure","AMI-8A","Heart Failure Patients Given Smoking Cessation Advice/Counseling","","","AL_HF-4"
"2086","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AgL","36925","SUMTER","20539252c63","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","AMI-4","Pneumonia Patients Assessed and Given Pneumococcal Vaccination","","","AL_PN-2"
"2090","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","20539w25263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Pneumonia","AMI-2","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","","","AL_PN-6"
"2092","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL","36925","SUMTER","2053u925263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","AMI-8A","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","","","AL_SCIP-CARD-2"
"2093","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AtL","36925","SUMTER","205395263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","AMI-4","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","","","AL_SCIP-INF-1"
"2094","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","L","36925","SUMTER","205392563","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","AMI-1","surgery patients who were given the  right kind  of antibiotic to help prevent infection","","","AL_SCIP-INF-2"
"2095","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","LA","36925","SUMTER","20539n25263","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","SCIP-INF-3","surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)","","","AL_SCIP-INF-3"
"2098","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","vAL","36925","SUMTER","205392526d3","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","AMI-1","surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries","","","AL_SCIP-VTE-1"
"2099","10138","HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","L","36925","SUMTER","205392563","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Surgical Infection Prevention","AMI-2","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","","","AL_SCIP-VTE-2"
"2100","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","2058771000","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","98%","163 patients","AL_AMI-1"
"2101","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHMA","AL","35209","JEFFERSON","2058771000","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-2","Heart Attack Patients Given Aspirin at Discharge","98%","215 patients","AL_AMI-2"
"2102","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","gAL","35209","JEFFERSON","2058a771000","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-1","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","94%","65 patients","AL_AMI-3"
"2104","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMeINGHAM","AL","35209","JEFFERSON","2058771000","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-5","Heart Attack Patients Given Beta Blocker at Discharge","96%","214 patients","AL_AMI-5"
"2105","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","2o058771000","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-7A","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","AL_AMI-7A"
"2107","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","L","35209","JEFFERSON","2058717000","Acute Care Hospitals","Proprietary","Yes","Heart Failure","AMI-1","Heart Failure Patients Given Discharge Instructions","98%","266 patients","AL_HF-1"
"2108","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","L","35209","JEFFERSON","2058k771000","Acute Care Hospitals","Proprietary","Yes","Heart Failure","AMI-7A","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","94%","309 patients","AL_HF-2"
"2109","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","LA","35209","JEFFERSON","2t058771000","Acute Care Hospitals","Proprietary","Yes","Heart Failure","AMI-1","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","95%","97 patients","AL_HF-3"
"2113","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","L","35209","JEFFERSON","208771000","Acute Care Hospitals","Proprietary","Yes","Pneumonia","AMI-5","Pneumonia Patients Given Smoking Cessation Advice/Counseling","99%","90 patients","AL_PN-4"
"2115","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","L","35209","JEFFERSON","2058771j000","Acute Care Hospitals","Proprietary","Yes","Pneumonia","AMI-4","Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","90%","193 patients","AL_PN-6"
"2116","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","L","35209","JEFFERSON","2058771000***","Acute Care Hospitals","Proprietary","Yes","Pneumonia","PN-5C","Pneumonia Patients Assessed and Given Influenza Vaccination","92%","229 patients","AL_PN-7"
"2117","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","eAL","35209","JEFFERSON","205871000","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-4","surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery","98%","123 patients","AL_SCIP-CARD-2"
"2122","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","L","35209","JEFFERSON","2058770100","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","PN-5C","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","871 patients","AL_SCIP-INF-6"
"2124","10139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","205b8771000","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-7A","patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery","88%","260 patients","AL_SCIP-VTE-2"
"2125","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","LA","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Aspirin at Arrival","94%","93 patients","AL_AMI-1"
"2127","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","L","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-3","Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80%","30 patients","AL_AMI-3"
"2128","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","L","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-1","Heart Attack Patients Given Smoking Cessation Advice/Counseling","100%","56 patients","AL_AMI-4"
"2129","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","LA","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-3","Heart Attack Patients Given Beta Blocker at Discharge","98%","99 patients","AL_AMI-5"
"2130","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","L","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-3","Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival","","0 patients","AL_AMI-7A"
"2131","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Attack","AMI-8A","Heart Attack Patients Given PCI Within 90 Minutes Of Arrival","78%","27 patients","AL_AMI-8A"
"2133","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","LA","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Failure","AMI-1","Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function","95%","433 patients","AL_HF-2"
"2134","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","LA","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Failure","AMI-1","Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","87%","150 patients","AL_HF-3"
"2135","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","L","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Heart Failure","HF-4","Heart Failure Patients Given Smoking Cessation Advice/Counseling","98%","60 patients","AL_HF-4"
"2137","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Pneumonia","AMI-8A","Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics","91%","98 patients","AL_PN-3B"
"2139","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","L","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Pneumonia","AMI-3","Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","93%","144 patients","AL_PN-5C"
"2143","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","ApL","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-8A","surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection","93%","535 patients","AL_SCIP-INF-1"
"2144","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","yAL","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-3","surgery patients who were given the  right kind  of antibiotic to help prevent infection","92%","538 patients","AL_SCIP-INF-2"
"2147","10144","SPRINGHILL MEDICAL CENTER","6801 AIRPORT BOULEVARD","MOBILE","aAL","36608","MOBILE","2513449630","Acute Care Hospitals","Proprietary","Yes","Surgical Infection Prevention","AMI-1","surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor)","100%","759 patients","AL_SCIP-INF-6"
