prno,hospitalname,address,city,state,zip,countryname,phone,hospitaltype,hospitalowner,emergencyservice,condition,mc,measurename,score,sample,stateavg
10001,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,36302.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,65 patients,AZ_AMI-4
10008,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,98%,192 patients,AZ_AMI-5
10005,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AZ_AMI-7A
10001,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,36302.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,69%,52 patients,AZ_AMI-8A
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35233.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,82%,151 patients,AZ_HF-1
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35233.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,97%,179 patients,AZ_HF-2
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,35233.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),93%,55 patients,AZ_HF-3
30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,36302.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,35 patients,AZ_HF-4
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35233.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,93%,149 patients,AZ_PN-2
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,96%,112 patients,AZ_PN-3B
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,36302.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,40 patients,AZ_PN-4
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,97%,132 patients,AZ_PN-5C
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35631.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),96%,94 patients,AZ_PN-6
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,36302.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92%,102 patients,AZ_PN-7
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,93%,87 patients,AZ_SCIP-CARD-2
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,409 patients,AZ_SCIP-INF-1
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35233.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,415 patients,AZ_SCIP-INF-2
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),96%,379 patients,AZ_SCIP-INF-3
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,98%,124 patients,AZ_SCIP-INF-4
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35233.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,580 patients,AZ_SCIP-INF-6
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,36302.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,98%,185 patients,AZ_SCIP-VTE-1
30012,YAVAPAI REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,PRESCOTT,AZ,35660.0,YAVAPAI,9284452700,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,97%,185 patients,AZ_SCIP-VTE-2
10001,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35233.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,99%,339 patients,AZ_AMI-1
10019,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,94%,308 patients,AZ_AMI-2
10007,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35233.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),91%,81 patients,AZ_AMI-3
10010,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35233.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,82 patients,AZ_AMI-4
10001,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35233.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,94%,308 patients,AZ_AMI-5
10005,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35233.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AZ_AMI-7A
10001,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,79%,52 patients,AZ_AMI-8A
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,85%,382 patients,AZ_HF-1
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,431 patients,AZ_HF-2
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),95%,177 patients,AZ_HF-3
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,71 patients,AZ_HF-4
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,98%,156 patients,AZ_PN-2
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,88%,130 patients,AZ_PN-3B
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,38 patients,AZ_PN-4
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35631.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,90%,124 patients,AZ_PN-5C
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),86%,73 patients,AZ_PN-6
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,99%,108 patients,AZ_PN-7
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,89%,109 patients,AZ_SCIP-CARD-2
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,564 patients,AZ_SCIP-INF-1
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35660.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,95%,566 patients,AZ_SCIP-INF-2
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,560 patients,AZ_SCIP-INF-3
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35233.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,99%,122 patients,AZ_SCIP-INF-4
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,36302.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),100%,711 patients,AZ_SCIP-INF-6
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35957.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,61%,299 patients,AZ_SCIP-VTE-1
30013,YUMA REGIONAL MEDICAL CENTER,5102 WEST CAMPBELL AVENUE,YUMA,AZ,35631.0,YUMA,9283367275,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,59%,294 patients,AZ_SCIP-VTE-2
10001,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35957.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,99%,176 patients,AZ_AMI-1
10007,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,36302.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,159 patients,AZ_AMI-2
10010,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35233.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,27 patients,AZ_AMI-3
10001,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35631.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,57 patients,AZ_AMI-4
10038,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35233.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,99%,143 patients,AZ_AMI-5
10001,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AZ_AMI-7A
10006,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35233.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,89%,38 patients,AZ_AMI-8A
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35233.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,94%,217 patients,AZ_HF-1
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35631.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,100%,238 patients,AZ_HF-2
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,81 patients,AZ_HF-3
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,100%,50 patients,AZ_HF-4
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35233.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,93%,107 patients,AZ_PN-2
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,36302.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,99%,108 patients,AZ_PN-3B
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,100%,59 patients,AZ_PN-4
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,90%,139 patients,AZ_PN-5C
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,36302.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),93%,90 patients,AZ_PN-6
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,36302.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,92%,89 patients,AZ_PN-7
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35957.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,82%,89 patients,AZ_SCIP-CARD-2
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,394 patients,AZ_SCIP-INF-1
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35233.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,94%,409 patients,AZ_SCIP-INF-2
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),90%,359 patients,AZ_SCIP-INF-3
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,36302.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100%,100 patients,AZ_SCIP-INF-4
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,36302.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),99%,581 patients,AZ_SCIP-INF-6
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35660.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,96%,218 patients,AZ_SCIP-VTE-1
30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,5102 WEST CAMPBELL AVENUE,PHOENIX,AZ,35640.0,MARICOPA,6028706060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90%,218 patients,AZ_SCIP-VTE-2
10015,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,36302.0,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,95%,38 patients,AZ_AMI-1
10008,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,35660.0,PINAL,203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,94%,16 patients,AZ_AMI-2
10001,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,36302.0,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,5 patients,AZ_AMI-3
10001,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,36302.0,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,7 patients,AZ_AMI-4
10006,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,36302.0,PINAL,5203816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,90%,20 patients,AZ_AMI-5
10019,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,35233.0,PINAL,5023816453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,NULL,0 patients,AZ_AMI-7A
10001,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,36302.0,PINAL,520381653,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,NULL,0 patients,AZ_AMI-8A
30016,CASA GRANDE REGIONAL MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,35233.0,PINAL,520316453,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,87%,158 patients,AZ_HF-1
